Vendor Number,Category Name,Date,Sale (Dollars)
255,100% AGAVE TEQUILA,10/06/2023,1767.21
389,IMPORTED CORDIALS & LIQUEURS,10/12/2023,4634.34
305,AMERICAN CORDIALS & LIQUEURS,09/06/2023,826.99
370,FLAVORED RUM,05/23/2023,30297.63
434,STRAIGHT RYE WHISKIES,06/26/2023,997.50
259,AMERICAN CORDIALS & LIQUEURS,03/03/2023,1315.50
065,AMERICAN SCHNAPPS,04/06/2023,17476.62
619,BOTTLED IN BOND BOURBON,07/06/2023,1029.15
240,IMPORTED DRY GINS,09/06/2023,6099.63
065,TRIPLE SEC,02/17/2023,304.50
035,FLAVORED RUM,05/23/2023,5185.71
305,IMPORTED CORDIALS & LIQUEURS,06/01/2023,1893.87
065,IMPORTED CORDIALS & LIQUEURS,02/21/2023,224.12
421,IMPORTED VODKAS,10/19/2023,1596.92
205,STRAIGHT BOURBON WHISKIES,09/09/2023,165.00
306,CREAM LIQUEURS,06/21/2023,618.75
380,COFFEE LIQUEURS,04/14/2023,543.84
154,AMERICAN DISTILLED SPIRITS SPECIALTY,01/04/2023,1743.39
259,CREAM LIQUEURS,08/02/2023,2135.25
370,MIXTO TEQUILA,04/24/2023,155.87
830,SINGLE BARREL BOURBON WHISKIES,03/06/2023,3525.00
370,IMPORTED DRY GINS,01/27/2023,684.45
380,SINGLE MALT SCOTCH,04/06/2023,231.00
154,STRAIGHT BOURBON WHISKIES,10/22/2023,59.86
395,STRAIGHT BOURBON WHISKIES,09/21/2023,283.02
917,STRAIGHT BOURBON WHISKIES,08/22/2023,67.53
240,BLENDED WHISKIES,08/07/2023,319.50
240,SINGLE MALT SCOTCH,06/30/2023,900.00
260,AMERICAN DRY GINS,01/30/2023,1254.81
368,IRISH WHISKIES,10/02/2023,446.40
619,100% AGAVE TEQUILA,08/09/2023,2988.75
260,IMPORTED CORDIALS & LIQUEURS,09/20/2023,1392.78
065,COCKTAILS/RTD,03/15/2023,3545.70
482,TEMPORARY & SPECIALTY PACKAGES,10/26/2023,327.97
240,SPICED RUM,09/07/2023,1328.28
297,AMERICAN VODKAS,09/12/2023,7422.57
434,AMERICAN DRY GINS,02/13/2023,753.66
421,IMPORTED SCHNAPPS,09/13/2023,26751.39
305,AMERICAN FLAVORED VODKA,08/07/2023,42.75
205,SCOTCH WHISKIES,03/16/2023,171.48
370,COFFEE LIQUEURS,04/13/2023,4454.62
460,SCOTCH WHISKIES,10/03/2023,136.50
492,BLENDED WHISKIES,02/06/2023,3852.00
217,CREAM LIQUEURS,09/25/2023,11710.08
460,100% AGAVE TEQUILA,05/26/2023,536.25
395,MIXTO TEQUILA,08/25/2023,25156.65
642,SINGLE BARREL BOURBON WHISKIES,03/17/2023,123.75
772,CANADIAN WHISKIES,10/02/2023,2099.70
389,IMPORTED CORDIALS & LIQUEURS,06/20/2023,65.88
434,MIXTO TEQUILA,01/18/2023,3303.85
421,STRAIGHT RYE WHISKIES,07/17/2023,114.00
521,AMERICAN FLAVORED VODKA,01/04/2023,1081.60
460,100% AGAVE TEQUILA,05/31/2023,118.50
277,IMPORTED VODKAS,03/22/2023,839.44
035,AGED DARK RUM,01/02/2023,144.12
346,NEUTRAL GRAIN SPIRITS,05/08/2023,202.93
297,AMERICAN VODKAS,07/26/2023,9735.14
240,SPICED RUM,07/26/2023,1937.70
130,CREAM LIQUEURS,06/29/2023,189.84
035,SCOTCH WHISKIES,04/04/2023,1766.25
908,COCKTAILS/RTD,07/31/2023,990.00
115,100% AGAVE TEQUILA,06/16/2023,40.86
421,SINGLE BARREL BOURBON WHISKIES,10/27/2023,279.00
085,IMPORTED CORDIALS & LIQUEURS,05/22/2023,1410.00
654,CORN WHISKIES,07/26/2023,18.75
285,TEMPORARY & SPECIALTY PACKAGES,09/18/2023,1156.32
460,SPECIAL ORDER ITEMS,08/10/2023,148.56
205,AMERICAN FLAVORED VODKA,02/14/2023,10613.04
154,BLENDED WHISKIES,05/10/2023,2022.29
888,AMERICAN VODKAS,04/21/2023,612.00
421,IMPORTED FLAVORED VODKA,08/09/2023,63.00
395,CANADIAN WHISKIES,09/14/2023,895.95
395,CANADIAN WHISKIES,09/26/2023,3751.95
785,GOLD RUM,09/05/2023,299.25
368,TENNESSEE WHISKIES,02/09/2023,10897.55
229,AMERICAN VODKAS,10/26/2023,4279.50
085,TEMPORARY & SPECIALTY PACKAGES,05/05/2023,20.00
481,CREAM LIQUEURS,06/13/2023,230.40
255,BLENDED WHISKIES,01/24/2023,1287.62
300,AMERICAN VODKAS,05/22/2023,19144.77
654,FLAVORED GIN,10/22/2023,603.75
368,BLENDED WHISKIES,04/21/2023,820.00
260,SPICED RUM,01/05/2023,59184.01
229,AMERICAN VODKAS,02/08/2023,1553.55
772,BLENDED WHISKIES,10/19/2023,300.00
370,IMPORTED VODKAS,03/20/2023,13458.74
115,COCKTAILS/RTD,05/16/2023,39.00
578,AMERICAN DISTILLED SPIRITS SPECIALTY,05/16/2023,526.00
368,IMPORTED CORDIALS & LIQUEURS,03/16/2023,11482.56
229,WHITE RUM,07/31/2023,354.00
421,AMERICAN FLAVORED VODKA,09/20/2023,786.66
240,IRISH WHISKIES,08/14/2023,909.75
619,STRAIGHT BOURBON WHISKIES,04/07/2023,5494.89
482,AGED DARK RUM,09/08/2023,1996.38
368,STRAIGHT RYE WHISKIES,10/12/2023,139.20
260,CREAM LIQUEURS,06/30/2023,6912.15
619,STRAIGHT BOURBON WHISKIES,02/20/2023,4836.72
460,SCOTCH WHISKIES,03/23/2023,117.00
777,BLENDED WHISKIES,02/17/2023,189.12
368,100% AGAVE TEQUILA,02/09/2023,1278.36
065,STRAIGHT BOURBON WHISKIES,05/02/2023,42176.70
421,SPECIAL ORDER ITEMS,10/09/2023,89.94
568,AMERICAN VODKAS,02/23/2023,179.88
370,IMPORTED FLAVORED VODKA,10/31/2023,3155.06
370,TEMPORARY & SPECIALTY PACKAGES,03/30/2023,185.22
305,SPECIAL ORDER ITEMS,06/28/2023,299.88
395,SPICED RUM,04/03/2023,1758.00
305,COCKTAILS/RTD,05/23/2023,1852.12
782,IMPORTED CORDIALS & LIQUEURS,06/22/2023,24.00
259,100% AGAVE TEQUILA,03/01/2023,1582.50
125,STRAIGHT RYE WHISKIES,08/31/2023,724.22
306,AMERICAN VODKAS,03/13/2023,371.40
035,IMPORTED CORDIALS & LIQUEURS,04/24/2023,10075.57
363,IMPORTED CORDIALS & LIQUEURS,08/09/2023,146.25
115,STRAIGHT RYE WHISKIES,01/03/2023,787.50
370,MIXTO TEQUILA,03/07/2023,47.96
421,IMPORTED VODKAS,05/22/2023,15841.14
305,AMERICAN DRY GINS,05/11/2023,180.00
300,AMERICAN FLAVORED VODKA,04/11/2023,753.14
260,MIXTO TEQUILA,08/17/2023,1023.75
363,SINGLE MALT SCOTCH,04/12/2023,470.94
342,TENNESSEE WHISKIES,09/11/2023,17.25
260,100% AGAVE TEQUILA,04/27/2023,27761.48
777,AMERICAN VODKAS,08/23/2023,9210.03
255,AMERICAN VODKAS,08/11/2023,1769.76
260,COCKTAILS/RTD,02/27/2023,2761.30
619,STRAIGHT BOURBON WHISKIES,01/25/2023,15145.86
260,SPICED RUM,07/19/2023,60682.49
300,IMPORTED DRY GINS,08/17/2023,37.50
552,IRISH WHISKIES,08/21/2023,157.50
564,COFFEE LIQUEURS,06/23/2023,39.96
205,AMERICAN VODKAS,08/01/2023,9773.82
260,STRAIGHT RYE WHISKIES,06/08/2023,5035.82
065,STRAIGHT BOURBON WHISKIES,09/05/2023,47930.45
346,TENNESSEE WHISKIES,03/07/2023,1239.75
492,BOTTLED IN BOND BOURBON,08/03/2023,134.71
395,MIXTO TEQUILA,09/26/2023,36925.75
448,FLAVORED GIN,06/06/2023,157.50
035,IMPORTED DISTILLED SPIRITS SPECIALTY,02/01/2023,27.51
205,WHITE RUM,02/28/2023,76.50
389,GOLD RUM,02/08/2023,71.88
065,IRISH WHISKIES,06/19/2023,80.70
300,100% AGAVE TEQUILA,08/04/2023,763.50
566,TEMPORARY & SPECIALTY PACKAGES,08/09/2023,496.26
065,AGED DARK RUM,04/11/2023,52.50
482,TEMPORARY & SPECIALTY PACKAGES,06/01/2023,819.00
280,IMPORTED BRANDIES,08/29/2023,40.00
797,100% AGAVE TEQUILA,06/29/2023,275.32
079,BLENDED WHISKIES,02/20/2023,477.62
214,TEMPORARY & SPECIALTY PACKAGES,02/15/2023,682.36
346,TENNESSEE WHISKIES,06/27/2023,5997.75
888,AMERICAN VODKAS,01/03/2023,178.50
482,AGED DARK RUM,02/01/2023,1580.94
434,AMERICAN DRY GINS,09/12/2023,1545.27
255,AMERICAN DISTILLED SPIRITS SPECIALTY,02/20/2023,3746.25
782,IMPORTED CORDIALS & LIQUEURS,06/29/2023,144.00
421,WHITE RUM,06/01/2023,2469.82
154,WHITE RUM,01/09/2023,217.68
755,IMPORTED DRY GINS,06/13/2023,54.00
420,SINGLE MALT SCOTCH,09/22/2023,996.55
266,SCOTCH WHISKIES,01/03/2023,295.12
755,IMPORTED DRY GINS,02/06/2023,54.00
421,IMPORTED FLAVORED VODKA,09/05/2023,21.00
370,IMPORTED VODKAS,10/13/2023,9397.33
395,STRAIGHT BOURBON WHISKIES,10/03/2023,687.81
260,SPICED RUM,02/21/2023,40440.93
065,SINGLE BARREL BOURBON WHISKIES,02/02/2023,174.72
421,IMPORTED CORDIALS & LIQUEURS,05/03/2023,3041.19
481,CREAM LIQUEURS,10/24/2023,19.20
589,IMPORTED BRANDIES,10/30/2023,117.75
525,CORN WHISKIES,05/22/2023,57.38
273,AMERICAN VODKAS,06/12/2023,20.24
380,AMERICAN BRANDIES,02/10/2023,178.50
192,100% AGAVE TEQUILA,05/22/2023,5847.92
205,AMERICAN VODKAS,05/12/2023,6171.94
260,AMERICAN FLAVORED VODKA,07/31/2023,7398.43
255,IMPORTED VODKAS,06/05/2023,139.02
663,STRAIGHT BOURBON WHISKIES,04/20/2023,32.38
620,WHISKEY LIQUEUR,10/06/2023,578.82
259,CORN WHISKIES,03/16/2023,27.00
035,IMPORTED FLAVORED VODKA,07/21/2023,270.00
065,IMPORTED BRANDIES,07/07/2023,2421.00
460,100% AGAVE TEQUILA,03/06/2023,460.50
260,FLAVORED RUM,06/06/2023,3800.34
389,IMPORTED BRANDIES,03/02/2023,6359.34
368,TENNESSEE WHISKIES,09/08/2023,676.00
421,AGED DARK RUM,05/09/2023,399.60
619,STRAIGHT BOURBON WHISKIES,08/11/2023,4454.42
803,COCKTAILS/RTD,09/12/2023,22680.00
481,AMERICAN VODKAS,01/11/2023,-86.40
287,STRAIGHT BOURBON WHISKIES,01/30/2023,2021.25
259,BOTTLED IN BOND BOURBON,07/13/2023,866.25
305,WHITE RUM,08/07/2023,1208.14
434,STRAIGHT BOURBON WHISKIES,10/26/2023,3306.00
205,SINGLE MALT SCOTCH,04/14/2023,75.00
777,AMERICAN DRY GINS,07/06/2023,374.52
434,AMERICAN FLAVORED VODKA,08/28/2023,2946.60
260,AMERICAN VODKAS,08/11/2023,26753.32
255,IMPORTED VODKAS,10/11/2023,292.98
434,AMERICAN FLAVORED VODKA,03/06/2023,1970.76
434,AMERICAN FLAVORED VODKA,03/08/2023,362.04
260,BLENDED WHISKIES,08/30/2023,9716.92
229,AMERICAN VODKAS,03/01/2023,584.10
260,BLENDED WHISKIES,01/13/2023,10769.34
260,STRAIGHT BOURBON WHISKIES,01/31/2023,7667.18
642,SINGLE BARREL BOURBON WHISKIES,03/20/2023,41.25
260,SINGLE MALT SCOTCH,02/07/2023,502.47
772,FLAVORED GIN,04/06/2023,22.50
368,MEZCAL,02/21/2023,358.62
482,AGED DARK RUM,10/25/2023,1995.57
363,IMPORTED CORDIALS & LIQUEURS,06/13/2023,234.85
434,TRIPLE SEC,02/15/2023,2804.16
110,FLAVORED GIN,06/27/2023,28.88
384,NEUTRAL GRAIN SPIRITS,03/06/2023,51.75
772,SPICED RUM,07/25/2023,198.00
826,AMERICAN VODKAS,07/27/2023,202.56
305,100% AGAVE TEQUILA,10/30/2023,767.91
755,WHISKEY LIQUEUR,06/30/2023,236.32
380,AMERICAN BRANDIES,01/05/2023,85.68
620,100% AGAVE TEQUILA,05/23/2023,157.86
439,TEMPORARY & SPECIALTY PACKAGES,08/08/2023,52.50
065,AMERICAN VODKAS,10/12/2023,1791.00
085,AMERICAN BRANDIES,06/29/2023,197.94
260,CANADIAN WHISKIES,02/09/2023,118682.00
786,STRAIGHT BOURBON WHISKIES,02/15/2023,33.75
205,STRAIGHT BOURBON WHISKIES,07/14/2023,412.50
380,TEMPORARY & SPECIALTY PACKAGES,07/13/2023,37.50
259,SPICED RUM,07/07/2023,11256.00
091,IMPORTED CORDIALS & LIQUEURS,03/31/2023,24.75
205,SCOTCH WHISKIES,03/13/2023,59.49
260,SCOTCH WHISKIES,05/10/2023,14031.32
395,SPICED RUM,04/18/2023,537.00
620,WHISKEY LIQUEUR,09/27/2023,526.20
384,NEUTRAL GRAIN SPIRITS,09/13/2023,34.50
772,IMPORTED CORDIALS & LIQUEURS,07/18/2023,346.50
297,AMERICAN DRY GINS,06/29/2023,456.21
205,SINGLE BARREL BOURBON WHISKIES,09/28/2023,2250.00
421,AMERICAN FLAVORED VODKA,08/07/2023,477.24
370,IRISH WHISKIES,01/12/2023,30215.41
434,AMERICAN SCHNAPPS,06/15/2023,2339.51
240,IMPORTED DRY GINS,10/19/2023,2985.60
035,SINGLE BARREL BOURBON WHISKIES,10/30/2023,69.00
536,STRAIGHT BOURBON WHISKIES,03/02/2023,168.75
035,IMPORTED FLAVORED VODKA,01/05/2023,45.00
772,AMERICAN CORDIALS & LIQUEURS,10/12/2023,864.39
305,AMERICAN VODKAS,01/20/2023,1724.25
035,COCKTAILS/RTD,10/17/2023,665.82
434,100% AGAVE TEQUILA,06/09/2023,765.00
370,BLENDED WHISKIES,09/05/2023,1315.80
421,IMPORTED SCHNAPPS,07/07/2023,20100.31
420,IMPORTED BRANDIES,06/15/2023,30520.26
481,CREAM LIQUEURS,09/19/2023,345.60
421,STRAIGHT BOURBON WHISKIES,08/23/2023,11082.58
620,WHISKEY LIQUEUR,08/21/2023,473.58
065,IMPORTED BRANDIES,09/22/2023,780.75
260,IRISH WHISKIES,10/04/2023,346.36
434,AMERICAN VODKAS,07/23/2023,67.50
035,WHITE RUM,05/15/2023,12410.47
917,TEMPORARY & SPECIALTY PACKAGES,10/27/2023,160.50
370,TEMPORARY & SPECIALTY PACKAGES,07/18/2023,1851.09
259,CREAM LIQUEURS,08/28/2023,213.75
305,FLAVORED RUM,10/04/2023,939.34
492,BLENDED WHISKIES,07/13/2023,2244.75
589,IMPORTED BRANDIES,09/01/2023,279.00
434,AMERICAN BRANDIES,10/12/2023,2263.14
830,SINGLE BARREL BOURBON WHISKIES,01/24/2023,472.50
395,100% AGAVE TEQUILA,05/23/2023,15477.20
451,WHITE RUM,05/24/2023,527.18
260,TENNESSEE WHISKIES,05/05/2023,7264.56
115,IMPORTED DISTILLED SPIRITS SPECIALTY,08/15/2023,81.00
346,NEUTRAL GRAIN SPIRITS,03/23/2023,26.26
260,TEMPORARY & SPECIALTY PACKAGES,02/08/2023,3382.68
777,BLENDED WHISKIES,03/29/2023,31.52
785,GOLD RUM,08/02/2023,491.64
260,STRAIGHT BOURBON WHISKIES,01/19/2023,10996.15
259,AMERICAN VODKAS,10/25/2023,1113.75
305,AMERICAN CORDIALS & LIQUEURS,02/15/2023,698.38
259,SPECIAL ORDER ITEMS,01/31/2023,33.75
395,STRAIGHT BOURBON WHISKIES,03/03/2023,454.76
482,AGED DARK RUM,10/22/2023,55.50
421,100% AGAVE TEQUILA,02/17/2023,6852.02
654,FLAVORED GIN,05/24/2023,1076.25
260,SINGLE MALT SCOTCH,01/06/2023,405.00
306,CREAM LIQUEURS,01/05/2023,1312.50
208,AMERICAN DISTILLED SPIRITS SPECIALTY,09/28/2023,48.00
035,COCKTAILS/RTD,09/21/2023,85.80
301,AMERICAN VODKAS,02/22/2023,108148.54
578,AMERICAN DISTILLED SPIRITS SPECIALTY,02/06/2023,858.88
297,STRAIGHT BOURBON WHISKIES,10/11/2023,107.94
537,IMPORTED VODKAS,09/11/2023,22.68
558,AGED DARK RUM,06/16/2023,336.00
536,STRAIGHT BOURBON WHISKIES,05/02/2023,56.25
978,AMERICAN DRY GINS,01/05/2023,327.36
568,AMERICAN VODKAS,06/08/2023,337.32
777,AMERICAN VODKAS,04/17/2023,5988.82
240,SINGLE MALT SCOTCH,10/09/2023,4762.50
035,IMPORTED DRY GINS,04/21/2023,2409.68
305,AMERICAN CORDIALS & LIQUEURS,07/27/2023,337.31
346,TENNESSEE WHISKIES,05/23/2023,4274.25
619,AMERICAN CORDIALS & LIQUEURS,03/31/2023,2053.50
434,AMERICAN VODKAS,09/08/2023,15195.50
035,TEMPORARY & SPECIALTY PACKAGES,08/09/2023,1080.00
305,AMERICAN DRY GINS,04/04/2023,180.00
346,TENNESSEE WHISKIES,10/03/2023,3436.50
736,100% AGAVE TEQUILA,02/22/2023,71.02
125,AMERICAN DRY GINS,03/08/2023,110.70
434,100% AGAVE TEQUILA,04/14/2023,2082.75
259,STRAIGHT RYE WHISKIES,03/16/2023,7844.25
654,AMERICAN VODKAS,10/23/2023,121.50
300,IMPORTED DRY GINS,06/12/2023,225.00
395,IMPORTED FLAVORED VODKA,05/15/2023,10577.52
065,BOTTLED IN BOND BOURBON,01/03/2023,263.25
434,AMERICAN VODKAS,01/10/2023,17993.76
116,AMERICAN DISTILLED SPIRITS SPECIALTY,02/03/2023,112.50
525,STRAIGHT RYE WHISKIES,03/28/2023,51.00
389,IMPORTED BRANDIES,02/20/2023,20387.04
926,STRAIGHT BOURBON WHISKIES,10/18/2023,236.25
065,IMPORTED BRANDIES,02/02/2023,1860.00
306,STRAIGHT RYE WHISKIES,05/08/2023,86.28
229,WHISKEY LIQUEUR,10/02/2023,156.00
305,WHISKEY LIQUEUR,06/29/2023,551.25
085,SINGLE BARREL BOURBON WHISKIES,09/08/2023,70.50
115,STRAIGHT BOURBON WHISKIES,05/17/2023,441.00
035,IMPORTED DRY GINS,08/03/2023,10328.89
434,COFFEE LIQUEURS,01/10/2023,120.00
266,GOLD RUM,06/12/2023,233.88
240,IMPORTED CORDIALS & LIQUEURS,10/11/2023,270.00
434,AMERICAN SCHNAPPS,10/19/2023,3588.54
259,SPICED RUM,10/24/2023,12086.30
260,CREAM LIQUEURS,06/29/2023,9865.49
306,COCKTAILS/RTD,02/17/2023,765.00
421,AGED DARK RUM,07/14/2023,617.76
394,AMERICAN FLAVORED VODKA,07/07/2023,22.50
421,MIXTO TEQUILA,09/25/2023,8454.84
755,TEMPORARY & SPECIALTY PACKAGES,06/13/2023,1232.76
121,WHISKEY LIQUEUR,07/10/2023,230.88
772,IMPORTED DRY GINS,05/16/2023,180.00
888,AMERICAN VODKAS,08/22/2023,459.00
260,AMERICAN DRY GINS,10/04/2023,1591.42
568,AMERICAN FLAVORED VODKA,08/10/2023,179.88
434,COCKTAILS/RTD,06/03/2023,160.60
035,100% AGAVE TEQUILA,08/18/2023,38460.60
370,SCOTCH WHISKIES,08/03/2023,184.32
785,IMPORTED DRY GINS,05/26/2023,-140.40
260,AMERICAN VODKAS,05/03/2023,22855.48
620,WHISKEY LIQUEUR,04/03/2023,789.30
785,FLAVORED RUM,03/22/2023,155.28
065,FLAVORED RUM,09/01/2023,1273.50
035,SPICED RUM,04/25/2023,72.00
260,AMERICAN DRY GINS,07/13/2023,698.76
260,IMPORTED FLAVORED VODKA,04/09/2023,69.40
654,AMERICAN DRY GINS,02/17/2023,67.50
346,TEMPORARY & SPECIALTY PACKAGES,01/05/2023,1131.00
368,WHITE RUM,03/14/2023,28.50
619,STRAIGHT BOURBON WHISKIES,06/01/2023,5898.24
434,AMERICAN BRANDIES,07/14/2023,2505.13
285,WHISKEY LIQUEUR,07/07/2023,33.22
342,FLAVORED GIN,03/21/2023,480.00
434,IMPORTED DISTILLED SPIRITS SPECIALTY,03/20/2023,1925.28
065,TEMPORARY & SPECIALTY PACKAGES,10/18/2023,8248.50
619,IMPORTED CORDIALS & LIQUEURS,05/24/2023,14140.50
978,IMPORTED VODKAS,10/11/2023,47.52
368,IRISH WHISKIES,06/26/2023,1502.40
100,STRAIGHT BOURBON WHISKIES,04/10/2023,484.50
125,STRAIGHT BOURBON WHISKIES,01/04/2023,12044.30
125,AMERICAN DRY GINS,02/13/2023,239.85
777,WHITE RUM,07/28/2023,36.75
492,STRAIGHT BOURBON WHISKIES,02/16/2023,51.75
642,IMPORTED DISTILLED SPIRITS SPECIALTY,06/20/2023,225.00
742,CORN WHISKIES,04/18/2023,30.00
085,WHITE RUM,06/08/2023,20.25
065,WHITE RUM,10/19/2023,136.50
421,IMPORTED SCHNAPPS,01/03/2023,15512.71
205,AMERICAN BRANDIES,09/21/2023,3313.02
065,IRISH WHISKIES,05/09/2023,189.00
301,AMERICAN VODKAS,04/05/2023,106287.34
260,TEMPORARY & SPECIALTY PACKAGES,07/20/2023,250.42
065,IRISH WHISKIES,06/16/2023,15.75
297,BLENDED WHISKIES,02/28/2023,3786.13
654,CREAM LIQUEURS,10/30/2023,135.00
368,TENNESSEE WHISKIES,08/15/2023,88.00
260,IMPORTED CORDIALS & LIQUEURS,09/18/2023,4364.44
370,STRAIGHT RYE WHISKIES,01/13/2023,139.54
154,AMERICAN DISTILLED SPIRITS SPECIALTY,07/19/2023,444.57
260,IMPORTED BRANDIES,08/16/2023,157.32
306,CREAM LIQUEURS,06/22/2023,187.50
619,100% AGAVE TEQUILA,02/06/2023,2504.25
260,CREAM LIQUEURS,07/28/2023,5334.69
260,AMERICAN DRY GINS,02/22/2023,2077.71
285,WHISKEY LIQUEUR,09/13/2023,33.22
380,AMERICAN VODKAS,02/10/2023,4389.32
434,AMERICAN BRANDIES,01/10/2023,3967.71
368,BLENDED WHISKIES,05/10/2023,780.00
421,BLENDED WHISKIES,07/10/2023,547.95
380,AMERICAN VODKAS,09/05/2023,4531.50
772,IMPORTED CORDIALS & LIQUEURS,04/03/2023,594.00
260,STRAIGHT BOURBON WHISKIES,03/07/2023,5210.39
229,TRIPLE SEC,02/07/2023,6.40
338,BLENDED WHISKIES,01/26/2023,97.24
370,TEMPORARY & SPECIALTY PACKAGES,02/27/2023,88.20
742,BLENDED WHISKIES,09/21/2023,180.00
380,AMERICAN DRY GINS,06/05/2023,722.70
259,AMERICAN FLAVORED VODKA,07/21/2023,2844.00
370,100% AGAVE TEQUILA,05/10/2023,6097.80
421,WHISKEY LIQUEUR,06/08/2023,101199.22
260,MEZCAL,09/08/2023,3254.38
195,AMERICAN VODKAS,05/18/2023,1367.52
260,CANADIAN WHISKIES,01/19/2023,80711.44
118,AMERICAN FLAVORED VODKA,09/22/2023,2672.91
338,COFFEE LIQUEURS,02/14/2023,44.62
255,100% AGAVE TEQUILA,05/26/2023,931.15
306,BLENDED WHISKIES,10/11/2023,1096.50
130,CREAM LIQUEURS,09/15/2023,71.19
065,BLENDED WHISKIES,03/21/2023,5262.71
154,STRAIGHT BOURBON WHISKIES,10/19/2023,179.58
395,STRAIGHT BOURBON WHISKIES,03/24/2023,402.82
306,SINGLE BARREL BOURBON WHISKIES,01/05/2023,112.50
325,STRAIGHT BOURBON WHISKIES,08/08/2023,270.00
755,WHISKEY LIQUEUR,02/13/2023,67.52
035,COFFEE LIQUEURS,08/31/2023,21.93
641,AMERICAN CORDIALS & LIQUEURS,01/05/2023,260.16
035,WHITE RUM,10/09/2023,13199.79
755,TEMPORARY & SPECIALTY PACKAGES,08/25/2023,650.25
978,AMERICAN DRY GINS,04/21/2023,178.56
259,CREAM LIQUEURS,04/26/2023,670.50
421,COCKTAILS/RTD,07/17/2023,2712.94
654,BLENDED WHISKIES,05/22/2023,210.00
035,IMPORTED CORDIALS & LIQUEURS,04/18/2023,4770.35
370,AMERICAN DISTILLED SPIRITS SPECIALTY,10/19/2023,4134.75
434,NEUTRAL GRAIN SPIRITS,04/24/2023,621.00
214,TEMPORARY & SPECIALTY PACKAGES,09/28/2023,900.00
368,IRISH WHISKIES,09/21/2023,166.98
259,AMERICAN FLAVORED VODKA,07/25/2023,3485.25
205,100% AGAVE TEQUILA,09/13/2023,941.25
421,BOTTLED IN BOND BOURBON,01/05/2023,900.00
421,AMERICAN FLAVORED VODKA,10/03/2023,249.78
380,AMERICAN VODKAS,02/21/2023,4134.07
154,BLENDED WHISKIES,08/07/2023,578.27
277,IMPORTED FLAVORED VODKA,07/19/2023,4924.08
421,COFFEE LIQUEURS,05/17/2023,374.72
035,IMPORTED DISTILLED SPIRITS SPECIALTY,08/17/2023,495.18
065,AMERICAN CORDIALS & LIQUEURS,10/17/2023,526.80
259,SPICED RUM,02/27/2023,7144.45
085,STRAIGHT RYE WHISKIES,07/06/2023,317.25
100,BLENDED WHISKIES,07/03/2023,462.00
482,TEMPORARY & SPECIALTY PACKAGES,07/07/2023,527.25
826,AMERICAN FLAVORED VODKA,10/11/2023,27.00
306,CREAM LIQUEURS,03/30/2023,375.00
421,AMERICAN BRANDIES,03/09/2023,5708.08
368,FLAVORED RUM,05/04/2023,171.00
346,TENNESSEE WHISKIES,06/16/2023,4113.75
273,AMERICAN VODKAS,08/07/2023,202.40
662,AMERICAN CORDIALS & LIQUEURS,01/18/2023,121.44
448,AMERICAN DISTILLED SPIRITS SPECIALTY,03/27/2023,139.50
380,AMERICAN VODKAS,04/12/2023,8633.49
434,NEUTRAL GRAIN SPIRITS,01/11/2023,1213.50
130,IMPORTED CORDIALS & LIQUEURS,06/03/2023,4579.89
566,AMERICAN DRY GINS,09/13/2023,59.94
777,AMERICAN DRY GINS,08/03/2023,5.87
421,AGED DARK RUM,01/25/2023,2017.98
035,GOLD RUM,05/31/2023,460.89
380,COFFEE LIQUEURS,09/25/2023,138.12
306,CREAM LIQUEURS,09/18/2023,1031.25
035,FLAVORED RUM,08/09/2023,7034.94
536,STRAIGHT BOURBON WHISKIES,06/01/2023,337.50
772,COCKTAILS/RTD,06/02/2023,54.00
035,IRISH WHISKIES,07/28/2023,167.94
564,BLENDED WHISKIES,08/24/2023,346.92
065,AMERICAN CORDIALS & LIQUEURS,04/28/2023,1323.78
285,CREAM LIQUEURS,03/23/2023,33.75
536,STRAIGHT BOURBON WHISKIES,01/08/2023,56.25
266,SINGLE MALT SCOTCH,03/08/2023,1035.54
035,IMPORTED DRY GINS,01/27/2023,2163.75
300,AMERICAN FLAVORED VODKA,06/08/2023,535.08
035,FLAVORED RUM,10/24/2023,1662.39
978,STRAIGHT BOURBON WHISKIES,05/25/2023,297.57
277,IMPORTED VODKAS,03/17/2023,239.84
259,AMERICAN VODKAS,08/21/2023,1746.00
300,AMERICAN VODKAS,03/10/2023,13579.76
421,SCOTCH WHISKIES,07/05/2023,2523.24
065,BOTTLED IN BOND BOURBON,01/08/2023,324.00
380,SPICED RUM,06/09/2023,90.00
259,IMPORTED CORDIALS & LIQUEURS,06/01/2023,1010.10
777,AMERICAN VODKAS,10/18/2023,7674.57
421,SINGLE BARREL BOURBON WHISKIES,06/14/2023,558.00
035,SINGLE BARREL BOURBON WHISKIES,08/23/2023,1417.29
085,IRISH WHISKIES,09/25/2023,134.94
205,AMERICAN DRY GINS,10/18/2023,2270.25
260,AMERICAN DRY GINS,04/17/2023,1495.72
259,WHISKEY LIQUEUR,02/16/2023,492.15
116,AMERICAN DISTILLED SPIRITS SPECIALTY,10/04/2023,58.50
305,100% AGAVE TEQUILA,02/21/2023,1056.52
902,COCKTAILS/RTD,09/05/2023,74.82
434,STRAIGHT BOURBON WHISKIES,07/19/2023,2686.50
395,CANADIAN WHISKIES,06/12/2023,1260.60
395,IRISH WHISKIES,07/03/2023,2134.50
