Vendor Number,Category Name,Date,Sale (Dollars)
434,IMPORTED DISTILLED SPIRITS SPECIALTY,03/02/2023,7701.12
035,STRAIGHT BOURBON WHISKIES,10/15/2023,467.88
558,100% AGAVE TEQUILA,05/31/2023,28.13
978,BLENDED WHISKIES,09/14/2023,134.28
259,STRAIGHT BOURBON WHISKIES,09/07/2023,31548.78
395,IRISH WHISKIES,01/27/2023,1105.50
065,AMERICAN SCHNAPPS,03/03/2023,10674.57
065,IRISH WHISKIES,09/14/2023,15.75
338,CREAM LIQUEURS,10/31/2023,59.98
578,AMERICAN DISTILLED SPIRITS SPECIALTY,09/07/2023,2116.88
389,IMPORTED BRANDIES,01/24/2023,17705.31
259,WHISKEY LIQUEUR,02/02/2023,404.58
260,IMPORTED DRY GINS,10/17/2023,4333.01
421,IMPORTED VODKAS,08/21/2023,2526.80
785,IMPORTED DISTILLED SPIRITS SPECIALTY,08/01/2023,155.70
192,100% AGAVE TEQUILA,03/10/2023,4418.36
395,SPICED RUM,01/02/2023,48.94
065,WHITE RUM,07/19/2023,126.00
492,STRAIGHT BOURBON WHISKIES,03/06/2023,34.50
214,STRAIGHT RYE WHISKIES,06/21/2023,1466.51
421,WHISKEY LIQUEUR,03/31/2023,125440.82
434,WHITE RUM,07/14/2023,3905.56
260,TEMPORARY & SPECIALTY PACKAGES,07/11/2023,1187.70
775,BLENDED WHISKIES,03/07/2023,18.00
214,STRAIGHT BOURBON WHISKIES,10/02/2023,37.50
065,TRIPLE SEC,03/16/2023,672.00
736,100% AGAVE TEQUILA,04/12/2023,69.52
273,AMERICAN VODKAS,03/23/2023,135.00
978,AMERICAN DRY GINS,02/27/2023,178.56
259,FLAVORED RUM,03/28/2023,629.43
391,IRISH WHISKIES,07/21/2023,180.36
777,AMERICAN DRY GINS,02/14/2023,211.32
297,SPECIAL ORDER ITEMS,04/06/2023,192.12
259,CREAM LIQUEURS,06/03/2023,656.25
619,CANADIAN WHISKIES,06/01/2023,34.50
380,AMERICAN VODKAS,06/16/2023,7108.68
420,SINGLE MALT SCOTCH,01/26/2023,1759.12
421,IMPORTED VODKAS,10/05/2023,12617.61
305,100% AGAVE TEQUILA,07/11/2023,1081.25
260,AMERICAN FLAVORED VODKA,07/27/2023,12910.38
395,COCKTAILS/RTD,01/04/2023,10566.30
259,AMERICAN BRANDIES,02/12/2023,108.00
346,NEUTRAL GRAIN SPIRITS FLAVORED,09/21/2023,8924.18
421,WHITE RUM,10/30/2023,590.16
259,TEMPORARY & SPECIALTY PACKAGES,08/04/2023,637.50
325,SINGLE BARREL BOURBON WHISKIES,04/20/2023,270.00
793,AMERICAN VODKAS,08/14/2023,596.70
434,COFFEE LIQUEURS,04/04/2023,105.00
370,AMERICAN DISTILLED SPIRITS SPECIALTY,08/21/2023,2192.25
434,IMPORTED VODKAS,05/04/2023,94.50
065,SPECIAL ORDER ITEMS,04/10/2023,165.36
260,SPICED RUM,10/12/2023,56143.05
260,TENNESSEE WHISKIES,09/21/2023,702.46
481,AMERICAN CORDIALS & LIQUEURS,01/25/2023,121.68
611,MEZCAL,06/06/2023,48.75
434,STRAIGHT BOURBON WHISKIES,06/05/2023,921.75
305,IMPORTED VODKAS,05/19/2023,735.78
255,AMERICAN DISTILLED SPIRITS SPECIALTY,04/28/2023,2136.75
306,CREAM LIQUEURS,05/26/2023,1387.50
035,IMPORTED CORDIALS & LIQUEURS,08/22/2023,6281.75
301,AMERICAN VODKAS,03/08/2023,146249.10
370,STRAIGHT BOURBON WHISKIES,08/15/2023,2842.05
395,CANADIAN WHISKIES,06/07/2023,2107.80
619,STRAIGHT BOURBON WHISKIES,04/24/2023,2744.64
035,SPICED RUM,10/26/2023,288.00
370,FLAVORED GIN,01/16/2023,311.74
260,SPICED RUM,10/03/2023,42622.43
772,AMERICAN FLAVORED VODKA,05/09/2023,2310.00
065,SINGLE MALT SCOTCH,10/30/2023,267.75
370,COCKTAILS/RTD,03/29/2023,71.94
260,IMPORTED FLAVORED VODKA,07/24/2023,5230.68
434,100% AGAVE TEQUILA,06/30/2023,681.75
205,CREAM LIQUEURS,06/12/2023,7853.95
065,IMPORTED BRANDIES,10/17/2023,1588.50
110,MEZCAL,04/10/2023,684.00
421,SPICED RUM,07/08/2023,270.54
065,BOTTLED IN BOND BOURBON,05/01/2023,364.50
065,AMERICAN DRY GINS,08/25/2023,203.88
368,IRISH WHISKIES,04/07/2023,643.24
260,FLAVORED RUM,08/16/2023,4693.77
370,IMPORTED VODKAS,07/28/2023,12997.09
240,IRISH WHISKIES,07/27/2023,576.00
772,SPICED RUM,09/08/2023,594.00
395,IMPORTED VODKAS,04/12/2023,144.00
368,STRAIGHT BOURBON WHISKIES,06/29/2023,1411.83
370,FLAVORED GIN,09/13/2023,917.48
370,SINGLE MALT SCOTCH,09/07/2023,5242.46
154,STRAIGHT BOURBON WHISKIES,06/23/2023,269.37
259,STRAIGHT BOURBON WHISKIES,10/15/2023,3547.95
260,SINGLE MALT SCOTCH,06/29/2023,1649.80
481,CREAM LIQUEURS,01/06/2023,115.20
205,AMERICAN FLAVORED VODKA,06/05/2023,11392.57
902,COCKTAILS/RTD,06/14/2023,311.75
492,STRAIGHT BOURBON WHISKIES,07/21/2023,103.50
654,CREAM LIQUEURS,01/24/2023,543.75
421,COFFEE LIQUEURS,07/14/2023,414.12
035,IMPORTED DRY GINS,08/22/2023,2754.21
395,STRAIGHT BOURBON WHISKIES,09/05/2023,1081.25
300,AMERICAN VODKAS,09/08/2023,9866.83
370,COFFEE LIQUEURS,07/03/2023,6340.68
065,STRAIGHT BOURBON WHISKIES,07/25/2023,31788.44
384,NEUTRAL GRAIN SPIRITS,06/07/2023,103.50
035,SPICED RUM,05/02/2023,144.00
421,IMPORTED SCHNAPPS,08/25/2023,11824.14
065,TRIPLE SEC,10/25/2023,308.00
421,IMPORTED CORDIALS & LIQUEURS,06/01/2023,6215.03
260,MIXTO TEQUILA,04/25/2023,472.50
578,AMERICAN DISTILLED SPIRITS SPECIALTY,08/17/2023,679.20
239,IMPORTED BRANDIES,10/20/2023,16.01
368,STRAIGHT RYE WHISKIES,05/08/2023,44.00
525,AGED DARK RUM,02/23/2023,33.00
368,TENNESSEE WHISKIES,01/03/2023,591.94
035,FLAVORED RUM,06/14/2023,5425.08
619,GOLD RUM,07/27/2023,327.75
395,MIXTO TEQUILA,09/11/2023,22333.95
205,SINGLE BARREL BOURBON WHISKIES,08/25/2023,382.50
065,CANADIAN WHISKIES,03/24/2023,3617.56
434,AMERICAN CORDIALS & LIQUEURS,02/07/2023,1164.45
154,NEUTRAL GRAIN SPIRITS,07/28/2023,119.76
205,AMERICAN BRANDIES,03/30/2023,3128.70
537,IMPORTED VODKAS,02/09/2023,68.04
395,CANADIAN WHISKIES,07/18/2023,2044.50
306,BLENDED WHISKIES,04/04/2023,204.00
035,AGED DARK RUM,10/27/2023,22.50
368,100% AGAVE TEQUILA,06/27/2023,300.80
384,NEUTRAL GRAIN SPIRITS,01/24/2023,103.50
342,IMPORTED CORDIALS & LIQUEURS,08/28/2023,247.50
259,CORN WHISKIES,08/03/2023,40.50
654,BLENDED WHISKIES,01/25/2023,236.25
306,STRAIGHT BOURBON WHISKIES,02/22/2023,172.56
260,IMPORTED CORDIALS & LIQUEURS,03/08/2023,37.48
115,AMERICAN FLAVORED VODKA,02/08/2023,1453.80
772,AMERICAN FLAVORED VODKA,06/27/2023,2715.00
065,IMPORTED VODKAS,08/03/2023,270.00
370,100% AGAVE TEQUILA,06/26/2023,7908.19
654,AMERICAN FLAVORED VODKA,08/31/2023,121.50
772,IMPORTED DRY GINS,07/06/2023,60.00
308,COCKTAILS/RTD,07/11/2023,552.92
666,AMERICAN FLAVORED VODKA,09/22/2023,59.22
434,COCKTAILS/RTD,02/22/2023,353.46
260,COCKTAILS/RTD,10/17/2023,2040.51
342,IMPORTED CORDIALS & LIQUEURS,08/04/2023,33.00
421,FLAVORED RUM,06/15/2023,370.50
421,TEMPORARY & SPECIALTY PACKAGES,08/17/2023,8887.00
395,IMPORTED FLAVORED VODKA,06/27/2023,74.70
619,GOLD RUM,03/22/2023,310.50
712,AMERICAN VODKAS,06/07/2023,19.49
481,CREAM LIQUEURS,03/09/2023,115.20
255,AMERICAN DISTILLED SPIRITS SPECIALTY,04/18/2023,1332.00
154,AMERICAN DISTILLED SPIRITS SPECIALTY,08/07/2023,168.57
654,BLENDED WHISKIES,05/16/2023,446.25
260,SPICED RUM,03/22/2023,124404.77
260,FLAVORED RUM,01/18/2023,1935.45
830,SINGLE BARREL BOURBON WHISKIES,09/19/2023,75.00
666,AMERICAN DRY GINS,04/20/2023,98.70
035,COFFEE LIQUEURS,07/25/2023,43.86
421,AGED DARK RUM,06/29/2023,1118.88
325,STRAIGHT BOURBON WHISKIES,02/23/2023,90.00
125,STRAIGHT BOURBON WHISKIES,02/22/2023,9052.65
472,100% AGAVE TEQUILA,07/14/2023,2320.16
277,IMPORTED VODKAS,02/21/2023,299.80
777,AMERICAN VODKAS,01/25/2023,8038.13
482,IMPORTED CORDIALS & LIQUEURS,08/25/2023,166.50
654,CORN WHISKIES,03/17/2023,56.25
305,AMERICAN VODKAS,05/09/2023,185.25
421,SINGLE BARREL BOURBON WHISKIES,04/12/2023,12690.00
395,SPECIAL ORDER ITEMS,03/10/2023,39.00
777,AMERICAN VODKAS,03/21/2023,5526.65
255,IMPORTED VODKAS,08/30/2023,82.72
306,STRAIGHT BOURBON WHISKIES,09/12/2023,517.68
434,COFFEE LIQUEURS,08/01/2023,90.00
434,AMERICAN FLAVORED VODKA,04/24/2023,1207.65
260,MIXTO TEQUILA,01/24/2023,131.25
118,WHITE RUM,08/25/2023,139.14
035,SINGLE MALT SCOTCH,03/06/2023,144.00
260,COCKTAILS/RTD,03/23/2023,1282.94
065,COCKTAILS/RTD,03/31/2023,2119.50
035,COCKTAILS/RTD,06/22/2023,486.20
277,IMPORTED FLAVORED VODKA,06/14/2023,14384.35
434,100% AGAVE TEQUILA,05/24/2023,4976.25
434,AMERICAN CORDIALS & LIQUEURS,09/11/2023,1386.50
578,AMERICAN DISTILLED SPIRITS SPECIALTY,06/28/2023,2320.88
305,IMPORTED VODKAS,03/14/2023,112.50
755,TEMPORARY & SPECIALTY PACKAGES,01/04/2023,2886.33
300,BOTTLED IN BOND BOURBON,05/19/2023,900.00
481,AMERICAN VODKAS,10/11/2023,43.20
259,SPECIAL ORDER ITEMS,03/23/2023,450.00
481,AMERICAN CORDIALS & LIQUEURS,09/11/2023,249.60
772,AMERICAN CORDIALS & LIQUEURS,03/28/2023,3266.49
205,CREAM LIQUEURS,06/27/2023,9013.89
370,IRISH WHISKIES,10/26/2023,53912.02
065,IMPORTED VODKAS,09/29/2023,405.00
755,WHISKEY LIQUEUR,05/11/2023,303.84
085,AGED DARK RUM,08/25/2023,67.50
368,AMERICAN CORDIALS & LIQUEURS,01/18/2023,207.00
085,AMERICAN BRANDIES,03/15/2023,366.84
395,SPICED RUM,08/24/2023,1017.75
833,STRAIGHT BOURBON WHISKIES,09/09/2023,49.00
589,IMPORTED BRANDIES,06/07/2023,43.50
620,WHISKEY LIQUEUR,09/14/2023,210.48
260,SINGLE MALT SCOTCH,10/10/2023,296.21
619,CANADIAN WHISKIES,02/03/2023,214.50
035,AGED DARK RUM,05/24/2023,394.74
380,AMERICAN SCHNAPPS,07/10/2023,555.00
259,100% AGAVE TEQUILA,09/11/2023,1298.25
380,WHITE RUM,06/07/2023,166.50
065,IMPORTED DRY GINS,02/21/2023,373.50
421,AMERICAN VODKAS,03/23/2023,15179.28
477,SPECIAL ORDER ITEMS,09/28/2023,153.84
259,CREAM LIQUEURS,08/15/2023,813.00
154,AMERICAN VODKAS,05/30/2023,42.48
035,IMPORTED CORDIALS & LIQUEURS,08/15/2023,3650.26
394,AMERICAN FLAVORED VODKA,02/15/2023,247.50
305,SPECIAL ORDER ITEMS,05/03/2023,54.24
300,CREAM LIQUEURS,02/13/2023,1101.75
370,AMERICAN DRY GINS,06/20/2023,4581.66
368,IRISH WHISKIES,09/18/2023,361.79
035,COCKTAILS/RTD,07/20/2023,2138.78
300,BOTTLED IN BOND BOURBON,04/14/2023,6885.00
421,AMERICAN DRY GINS,02/01/2023,2079.84
611,100% AGAVE TEQUILA,07/08/2023,152.94
260,IMPORTED VODKAS,01/27/2023,3071.38
792,AMERICAN DISTILLED SPIRITS SPECIALTY,07/21/2023,1368.00
260,STRAIGHT BOURBON WHISKIES,05/02/2023,4220.02
205,AMERICAN DRY GINS,05/11/2023,1656.75
578,STRAIGHT BOURBON WHISKIES,02/07/2023,466.90
125,AMERICAN VODKAS,09/07/2023,225.00
065,FLAVORED RUM,02/09/2023,2066.65
116,AMERICAN DISTILLED SPIRITS SPECIALTY,10/16/2023,263.25
421,AMERICAN SCHNAPPS,04/20/2023,24721.14
260,SINGLE MALT SCOTCH,03/03/2023,382.49
240,BLENDED WHISKIES,03/14/2023,105.00
065,SINGLE BARREL BOURBON WHISKIES,10/19/2023,349.44
338,IMPORTED CORDIALS & LIQUEURS,04/21/2023,402.84
772,CANADIAN WHISKIES,02/13/2023,2234.04
619,STRAIGHT BOURBON WHISKIES,02/22/2023,5124.25
370,SINGLE MALT SCOTCH,04/03/2023,4871.04
259,WHISKEY LIQUEUR,08/14/2023,49.50
368,IMPORTED CORDIALS & LIQUEURS,07/25/2023,5583.36
434,CANADIAN WHISKIES,10/24/2023,582.81
085,AGED DARK RUM,07/06/2023,425.25
619,100% AGAVE TEQUILA,04/14/2023,1508.25
654,CREAM LIQUEURS,09/20/2023,202.50
755,IMPORTED DISTILLED SPIRITS SPECIALTY,07/25/2023,108.00
315,STRAIGHT BOURBON WHISKIES,07/31/2023,252.00
154,AMERICAN DISTILLED SPIRITS SPECIALTY,06/13/2023,156.00
305,SPECIAL ORDER ITEMS,08/22/2023,153.00
125,STRAIGHT BOURBON WHISKIES,06/09/2023,2520.90
305,AMERICAN FLAVORED VODKA,05/26/2023,840.75
121,WHISKEY LIQUEUR,10/25/2023,118.56
065,IMPORTED BRANDIES,03/16/2023,1144.50
305,IRISH WHISKIES,03/01/2023,630.00
797,100% AGAVE TEQUILA,01/04/2023,505.26
240,IRISH WHISKIES,08/15/2023,196.50
472,100% AGAVE TEQUILA,02/13/2023,1050.00
434,COCKTAILS/RTD,04/21/2023,141.84
924,100% AGAVE TEQUILA,09/05/2023,348.06
305,AMERICAN CORDIALS & LIQUEURS,03/01/2023,520.69
260,IMPORTED BRANDIES,04/28/2023,131.10
619,IMPORTED CORDIALS & LIQUEURS,03/13/2023,5608.50
065,AMERICAN CORDIALS & LIQUEURS,08/29/2023,329.77
115,STRAIGHT BOURBON WHISKIES,09/29/2023,126.00
736,100% AGAVE TEQUILA,01/20/2023,71.02
125,AGED DARK RUM,02/15/2023,472.50
260,AMERICAN DRY GINS,06/02/2023,1214.19
421,WHISKEY LIQUEUR,01/09/2023,106522.36
065,AMERICAN CORDIALS & LIQUEURS,06/28/2023,978.22
346,TEMPORARY & SPECIALTY PACKAGES,10/17/2023,2675.27
902,COCKTAILS/RTD,07/13/2023,448.92
035,100% AGAVE TEQUILA,06/15/2023,31751.02
079,TEMPORARY & SPECIALTY PACKAGES,10/04/2023,360.00
305,STRAIGHT BOURBON WHISKIES,08/09/2023,210.00
626,COCKTAILS/RTD,09/26/2023,72.00
118,STRAIGHT RYE WHISKIES,01/10/2023,35.01
777,STRAIGHT BOURBON WHISKIES,01/19/2023,52.50
205,CREAM LIQUEURS,01/16/2023,15100.70
259,CREAM LIQUEURS,08/24/2023,383.25
261,IMPORTED BRANDIES,04/26/2023,234.00
065,IMPORTED BRANDIES,03/30/2023,5790.00
402,AMERICAN VODKAS,09/13/2023,18.81
434,CANADIAN WHISKIES,09/19/2023,704.09
619,AMERICAN CORDIALS & LIQUEURS,10/12/2023,778.50
558,WHITE RUM,06/14/2023,180.00
035,100% AGAVE TEQUILA,08/23/2023,30471.12
260,IMPORTED VODKAS,01/06/2023,4029.52
421,TEMPORARY & SPECIALTY PACKAGES,03/23/2023,2020.50
110,FLAVORED GIN,02/15/2023,173.28
305,100% AGAVE TEQUILA,01/20/2023,250.50
384,TEMPORARY & SPECIALTY PACKAGES,01/13/2023,34.50
421,CREAM LIQUEURS,01/27/2023,1680.94
666,AMERICAN FLAVORED VODKA,03/24/2023,59.22
370,IMPORTED DRY GINS,01/04/2023,1606.55
785,IMPORTED DISTILLED SPIRITS SPECIALTY,05/02/2023,15.75
154,BLENDED WHISKIES,03/10/2023,704.06
368,100% AGAVE TEQUILA,04/14/2023,320.58
266,SINGLE MALT SCOTCH,03/27/2023,3526.76
434,MIXTO TEQUILA,06/03/2023,3586.86
100,100% AGAVE TEQUILA,06/30/2023,2068.00
389,GOLD RUM,09/19/2023,35.94
768,STRAIGHT BOURBON WHISKIES,02/06/2023,159.96
421,FLAVORED RUM,10/26/2023,553.20
380,WHITE RUM,07/24/2023,270.00
325,STRAIGHT BOURBON WHISKIES,06/01/2023,210.00
421,AMERICAN VODKAS,05/15/2023,23898.96
619,AMERICAN CORDIALS & LIQUEURS,03/17/2023,1470.75
260,TEMPORARY & SPECIALTY PACKAGES,09/22/2023,41232.40
545,BLENDED WHISKIES,09/12/2023,112.50
611,100% AGAVE TEQUILA,07/07/2023,504.00
297,AMERICAN DRY GINS,08/18/2023,690.77
370,TEMPORARY & SPECIALTY PACKAGES,06/26/2023,22.05
454,WHISKEY LIQUEUR,07/08/2023,129.06
589,IMPORTED BRANDIES,04/27/2023,409.50
772,FLAVORED RUM,10/31/2023,16.50
035,COCKTAILS/RTD,08/01/2023,416.08
481,CREAM LIQUEURS,10/09/2023,115.20
285,SPECIAL ORDER ITEMS,10/25/2023,83.82
300,AMERICAN FLAVORED VODKA,01/10/2023,259.02
370,IMPORTED VODKAS,10/19/2023,22913.85
346,TENNESSEE WHISKIES,02/20/2023,1394.25
277,STRAIGHT BOURBON WHISKIES,01/11/2023,75.10
481,AMERICAN CORDIALS & LIQUEURS,08/10/2023,134.40
460,AGED DARK RUM,02/23/2023,120.06
421,MIXTO TEQUILA,06/26/2023,10116.72
395,SPECIAL ORDER ITEMS,10/12/2023,1618.98
035,100% AGAVE TEQUILA,08/22/2023,23400.02
260,IMPORTED CORDIALS & LIQUEURS,07/03/2023,487.24
594,SINGLE BARREL BOURBON WHISKIES,06/20/2023,85.68
305,AMERICAN VODKAS,06/14/2023,29.86
305,IMPORTED DISTILLED SPIRITS SPECIALTY,08/28/2023,25.38
346,TEMPORARY & SPECIALTY PACKAGES,01/30/2023,175.50
035,STRAIGHT BOURBON WHISKIES,02/10/2023,1396.50
830,STRAIGHT BOURBON WHISKIES,08/16/2023,7540.37
065,TRIPLE SEC,02/06/2023,546.00
460,TEMPORARY & SPECIALTY PACKAGES,08/24/2023,164.70
619,BOTTLED IN BOND BOURBON,06/26/2023,1107.45
380,CANADIAN WHISKIES,05/17/2023,1396.50
421,WHITE RUM,10/12/2023,772.68
035,IMPORTED VODKAS,07/19/2023,17535.00
434,AMERICAN VODKAS,03/13/2023,19522.92
100,STRAIGHT BOURBON WHISKIES,09/27/2023,450.00
300,BOTTLED IN BOND BOURBON,07/24/2023,945.00
421,TEMPORARY & SPECIALTY PACKAGES,09/05/2023,5623.69
268,SINGLE MALT SCOTCH,01/11/2023,378.00
421,BLENDED WHISKIES,06/26/2023,3558.60
266,SCOTCH WHISKIES,04/10/2023,258.66
065,TRIPLE SEC,04/19/2023,602.00
634,STRAIGHT RYE WHISKIES,10/18/2023,40.26
305,AMERICAN VODKAS,07/24/2023,185.93
634,STRAIGHT RYE WHISKIES,02/14/2023,1249.30
434,STRAIGHT BOURBON WHISKIES,07/08/2023,2637.75
380,SINGLE MALT SCOTCH,07/21/2023,33.75
448,AMERICAN CORDIALS & LIQUEURS,02/13/2023,157.50
306,STRAIGHT BOURBON WHISKIES,04/13/2023,201.32
297,AMERICAN DRY GINS,08/22/2023,231.20
065,IMPORTED VODKAS,10/11/2023,56.25
900,WHISKEY LIQUEUR,10/11/2023,518.04
035,SPICED RUM,05/08/2023,283.44
266,SINGLE MALT SCOTCH,09/15/2023,724.62
065,AMERICAN DRY GINS,09/06/2023,488.88
619,AMERICAN VODKAS,07/19/2023,279.00
118,AMERICAN FLAVORED VODKA,06/12/2023,6686.73
434,AMERICAN SLOE GINS,01/25/2023,179.34
370,STRAIGHT BOURBON WHISKIES,02/10/2023,4403.51
255,STRAIGHT RYE WHISKIES,04/04/2023,3588.66
611,100% AGAVE TEQUILA,03/28/2023,839.13
777,WHITE RUM,07/24/2023,176.40
492,BLENDED WHISKIES,03/22/2023,3192.25
978,BLENDED WHISKIES,09/18/2023,44.76
260,FLAVORED RUM,05/31/2023,2891.43
205,AMERICAN VODKAS,08/10/2023,7530.16
479,IMPORTED BRANDIES,05/30/2023,25.48
085,SINGLE BARREL BOURBON WHISKIES,04/11/2023,828.00
035,SCOTCH WHISKIES,10/27/2023,1489.50
434,TEMPORARY & SPECIALTY PACKAGES,10/24/2023,1650.00
619,STRAIGHT RYE WHISKIES,08/23/2023,405.00
255,TEMPORARY & SPECIALTY PACKAGES,03/31/2023,44.99
434,MIXTO TEQUILA,03/09/2023,5938.32
301,AMERICAN VODKAS,09/09/2023,100305.82
100,IMPORTED DISTILLED SPIRITS SPECIALTY,09/21/2023,577.08
091,IMPORTED CORDIALS & LIQUEURS,01/23/2023,148.50
305,MEZCAL,08/15/2023,97.50
255,100% AGAVE TEQUILA,09/19/2023,3418.34
125,BLENDED WHISKIES,05/12/2023,388.08
830,SINGLE BARREL BOURBON WHISKIES,06/08/2023,825.00
380,AMERICAN SCHNAPPS,02/01/2023,1084.56
205,BLENDED WHISKIES,06/14/2023,180.00
130,CREAM LIQUEURS,04/26/2023,355.95
421,SINGLE MALT SCOTCH,06/08/2023,138.06
421,SPECIAL ORDER ITEMS,04/27/2023,37691.22
115,STRAIGHT RYE WHISKIES,03/30/2023,157.50
277,TEMPORARY & SPECIALTY PACKAGES,02/16/2023,101.25
273,AMERICAN VODKAS,09/05/2023,180.00
306,STRAIGHT BOURBON WHISKIES,04/05/2023,258.84
305,IMPORTED DRY GINS,09/20/2023,943.38
434,COFFEE LIQUEURS,07/12/2023,112.50
736,100% AGAVE TEQUILA,04/03/2023,326.34
421,IRISH WHISKIES,07/26/2023,425.25
255,AMERICAN VODKAS,07/11/2023,1819.32
255,IMPORTED VODKAS,09/26/2023,300.71
421,MEZCAL,07/21/2023,39.78
619,STRAIGHT BOURBON WHISKIES,06/30/2023,3672.00
434,CANADIAN WHISKIES,04/12/2023,1602.73
285,WHISKEY LIQUEUR,05/19/2023,448.47
297,AMERICAN VODKAS,08/18/2023,8234.91
259,BOTTLED IN BOND BOURBON,08/22/2023,6108.00
214,STRAIGHT BOURBON WHISKIES,10/24/2023,225.00
363,IMPORTED CORDIALS & LIQUEURS,01/11/2023,939.40
244,STRAIGHT BOURBON WHISKIES,07/06/2023,8882.22
421,IMPORTED VODKAS,09/20/2023,9018.20
346,NEUTRAL GRAIN SPIRITS FLAVORED,08/25/2023,18590.88
384,NEUTRAL GRAIN SPIRITS,01/19/2023,103.50
035,100% AGAVE TEQUILA,06/26/2023,29715.55
305,100% AGAVE TEQUILA,09/21/2023,294.00
380,SINGLE MALT SCOTCH,01/25/2023,198.00
421,CANADIAN WHISKIES,02/07/2023,6748.14
619,CANADIAN WHISKIES,09/14/2023,69.00
421,AMERICAN VODKAS,08/03/2023,22312.38
192,100% AGAVE TEQUILA,08/07/2023,8228.96
785,GOLD RUM,06/03/2023,47.25
259,AMERICAN FLAVORED VODKA,02/28/2023,3002.89
391,IMPORTED CORDIALS & LIQUEURS,06/27/2023,256.50
297,STRAIGHT BOURBON WHISKIES,08/25/2023,233.87
268,SINGLE MALT SCOTCH,02/01/2023,1384.44
285,COCKTAILS/RTD,06/14/2023,111.76
065,AMERICAN DRY GINS,05/25/2023,199.44
266,SCOTCH WHISKIES,10/11/2023,899.28
421,TRIPLE SEC,04/06/2023,639.84
306,STRAIGHT RYE WHISKIES,03/15/2023,172.56
065,IMPORTED FLAVORED VODKA,06/30/2023,1112.25
300,CREAM LIQUEURS,06/19/2023,628.48
266,SINGLE MALT SCOTCH,04/11/2023,1665.62
306,CREAM LIQUEURS,05/18/2023,225.00
300,100% AGAVE TEQUILA,08/24/2023,55.50
830,STRAIGHT BOURBON WHISKIES,02/06/2023,9197.70
305,AMERICAN CORDIALS & LIQUEURS,02/27/2023,467.68
260,AMERICAN DRY GINS,08/31/2023,1236.60
065,AMERICAN SCHNAPPS,07/24/2023,9634.13
065,IMPORTED DRY GINS,06/29/2023,2527.50
389,SCOTCH WHISKIES,05/10/2023,141.66
305,SPECIAL ORDER ITEMS,03/10/2023,81.36
240,SPICED RUM,02/02/2023,1640.55
346,TENNESSEE WHISKIES,10/25/2023,2219.25
205,AMERICAN FLAVORED VODKA,08/21/2023,10037.92
370,MIXTO TEQUILA,09/05/2023,227.81
065,AMERICAN DRY GINS,08/10/2023,349.44
260,STRAIGHT BOURBON WHISKIES,02/10/2023,8537.04
297,BLENDED WHISKIES,10/22/2023,2132.49
338,IMPORTED CORDIALS & LIQUEURS,05/03/2023,740.34
305,AMERICAN CORDIALS & LIQUEURS,03/09/2023,408.74
557,STRAIGHT BOURBON WHISKIES,10/13/2023,112.50
277,BLENDED WHISKIES,03/27/2023,101.25
125,AGED DARK RUM,03/16/2023,105.00
370,IMPORTED VODKAS,01/02/2023,125.76
259,CREAM LIQUEURS,08/31/2023,913.50
255,IMPORTED BRANDIES,01/04/2023,32.98
285,COCKTAILS/RTD,05/16/2023,502.92
619,AMERICAN VODKAS,05/18/2023,1264.50
154,BLENDED WHISKIES,08/31/2023,879.36
481,CREAM LIQUEURS,06/02/2023,115.20
482,AMERICAN DRY GINS,01/03/2023,111.00
797,100% AGAVE TEQUILA,10/02/2023,192.42
260,TEMPORARY & SPECIALTY PACKAGES,08/04/2023,1709.48
421,BLENDED WHISKIES,06/16/2023,1035.90
772,CANADIAN WHISKIES,04/27/2023,1648.56
305,100% AGAVE TEQUILA,02/06/2023,1170.06
370,COFFEE LIQUEURS,10/27/2023,6621.27
481,AMERICAN DISTILLED SPIRITS SPECIALTY,02/20/2023,1056.00
205,SCOTCH WHISKIES,02/28/2023,356.94
240,100% AGAVE TEQUILA,03/17/2023,445.50
305,IMPORTED DRY GINS,09/14/2023,22.50
085,STRAIGHT BOURBON WHISKIES,10/16/2023,12051.75
118,WHITE RUM,04/28/2023,46.38
285,SPECIAL ORDER ITEMS,05/30/2023,293.37
259,SPICED RUM,09/25/2023,6732.62
259,AMERICAN VODKAS,10/23/2023,1036.50
121,WHISKEY LIQUEUR,05/09/2023,19.76
260,IMPORTED VODKAS,07/25/2023,4300.51
300,AMERICAN FLAVORED VODKA,10/30/2023,404.42
654,FLAVORED GIN,02/16/2023,735.00
370,IRISH WHISKIES,03/24/2023,18363.18
259,WHISKEY LIQUEUR,05/11/2023,452.70
260,100% AGAVE TEQUILA,03/27/2023,25165.16
368,IMPORTED DRY GINS,06/05/2023,222.64
434,AMERICAN BRANDIES,05/01/2023,2355.30
434,AMERICAN BRANDIES,02/20/2023,3579.94
260,IMPORTED BRANDIES,08/25/2023,314.64
260,CREAM LIQUEURS,03/10/2023,10611.88
065,100% AGAVE TEQUILA,08/07/2023,10135.89
482,AGED DARK RUM,08/17/2023,1265.09
481,CREAM LIQUEURS,06/15/2023,345.60
240,IMPORTED VODKAS,09/25/2023,813.98
778,100% AGAVE TEQUILA,02/28/2023,62.01
342,100% AGAVE TEQUILA,01/13/2023,2100.00
297,AMERICAN DRY GINS,02/03/2023,170.78
380,IRISH WHISKIES,08/28/2023,241.76
